date,listeners,streams,followers
2017-06-18,28,983,272
2017-06-17,25,972,272
2017-06-16,30,973,272
2017-06-15,27,969,272
2017-06-14,25,956,272
2017-06-13,28,961,272
2017-06-12,37,985,272
2017-06-11,38,1527,272
2017-06-10,40,1515,272
2017-06-09,40,1519,272
2017-06-08,46,1520,272
2017-06-07,42,1513,272
2017-06-06,50,1520,272
2017-06-05,49,1529,272
2017-06-04,41,1511,272
2017-06-03,40,1451,272
2017-06-02,68,2102,272
2017-06-01,69,2589,272
2017-05-31,70,2509,272
2017-05-30,70,2503,272
2017-05-29,73,1924,272
2017-05-28,66,2286,272
2017-05-27,73,2510,272
2017-05-26,80,2501,272
2017-05-25,73,2486,272
2017-05-24,71,2498,271
2017-05-23,75,2528,271
2017-05-22,80,2527,271
2017-05-21,71,2510,271
2017-05-20,79,2522,271
2017-05-19,75,2535,271
2017-05-18,88,2513,271
2017-05-17,80,2606,271
2017-05-16,77,2513,271
2017-05-15,83,2463,271
2017-05-14,89,2359,271
2017-05-13,83,2398,271
2017-05-12,100,2807,271
2017-05-11,121,3297,271
2017-05-10,124,3374,271
2017-05-09,113,3373,271
2017-05-08,124,3405,271
2017-05-07,113,3410,271
2017-05-06,120,3403,271
2017-05-05,119,3376,271
2017-05-04,112,3405,271
2017-05-03,116,3388,271
2017-05-02,117,3343,270
2017-05-01,118,3374,270
2017-04-30,116,3357,270
2017-04-29,111,3339,269
2017-04-28,113,3381,269
2017-04-27,114,3358,268
2017-04-26,119,3348,268
2017-04-25,117,3377,267
2017-04-24,110,3384,266
2017-04-23,111,3385,266
2017-04-22,114,3468,265
2017-04-21,110,3600,264
2017-04-20,111,3598,263
2017-04-19,113,2833,262
2017-04-18,58,1229,262
2017-04-17,7,23,262
2017-04-16,8,21,57
2017-04-15,7,23,57
2017-04-14,7,14,56
2017-04-13,4,14,56
2017-04-12,2,2,56
2017-04-11,6,35,56
2017-04-10,6,22,56
2017-04-09,6,14,56
2017-04-08,5,13,56
2017-04-07,9,15,56
2017-04-06,4,11,56
2017-04-05,10,29,56
2017-04-04,4,8,56
2017-04-03,8,37,56
2017-04-02,5,22,56
2017-04-01,7,24,56
2017-03-31,7,16,55
2017-03-30,8,21,55
2017-03-29,9,33,55
2017-03-28,9,31,55
2017-03-27,6,19,55
2017-03-26,8,11,55
2017-03-25,4,39,55
2017-03-24,7,20,55
2017-03-23,6,29,55
2017-03-22,10,25,55
2017-03-21,7,17,55
2017-03-20,8,30,53
2017-03-19,11,31,53
2017-03-18,13,58,52
2017-03-17,8,23,52
2017-03-16,18,57,52
2017-03-15,10,39,52
2017-03-14,8,48,50
2017-03-13,15,58,49
2017-03-12,6,20,45
2017-03-11,6,24,45
2017-03-10,11,31,44
2017-03-09,9,29,44
2017-03-08,7,36,44
2017-03-07,9,46,43
2017-03-06,10,119,42
2017-03-05,13,45,41
2017-03-04,14,40,38
2017-03-03,9,38,31
2017-03-02,13,68,31
2017-03-01,6,33,27
2017-02-28,5,17,25
2017-02-27,4,14,24
2017-02-26,7,11,24
2017-02-25,3,3,23
2017-02-24,2,3,22
2017-02-23,3,4,22
2017-02-22,2,5,22
2017-02-21,3,12,22
2017-02-20,2,10,22
2017-02-19,1,1,22
2017-02-18,0,0,21
2017-02-17,0,0,21
2017-02-16,0,0,21
2017-02-15,0,0,21
2017-02-14,0,0,21
2017-02-13,1,1,21
2017-02-12,0,0,21
2017-02-11,1,2,21
2017-02-10,2,4,21
2017-02-09,3,6,21
2017-02-08,2,3,21
2017-02-07,0,0,21
2017-02-06,3,5,21
2017-02-05,2,8,21
2017-02-04,3,31,21
2017-02-03,3,5,21
2017-02-02,2,2,21
2017-02-01,1,1,21
2017-01-31,2,3,21
2017-01-30,1,3,21
2017-01-29,1,1,21
2017-01-28,3,7,21
2017-01-27,5,11,21
2017-01-26,3,9,21
2017-01-25,4,14,21
2017-01-24,3,11,20
2017-01-23,3,5,19
2017-01-22,2,3,19
2017-01-21,1,2,19
2017-01-20,1,1,19
2017-01-19,1,2,19
2017-01-18,4,6,19
2017-01-17,3,5,19
2017-01-16,1,4,19
2017-01-15,2,2,19
2017-01-14,1,3,19
2017-01-13,2,4,19
2017-01-12,4,7,18
2017-01-11,4,7,18
2017-01-10,3,10,18
2017-01-09,1,2,18
2017-01-08,1,1,18
2017-01-07,3,6,18
2017-01-06,3,4,17
2017-01-05,4,7,17
2017-01-04,5,7,17
2017-01-03,1,1,17
2017-01-02,1,1,17
2017-01-01,2,4,17
2016-12-31,2,2,17
2016-12-30,2,5,17
2016-12-29,3,7,17
2016-12-28,2,5,17
2016-12-27,0,0,17
2016-12-26,2,6,17
2016-12-25,0,0,17
2016-12-24,2,2,17
2016-12-23,2,2,17
2016-12-22,4,8,17
2016-12-21,4,9,17
2016-12-20,1,5,16
2016-12-19,3,10,16
2016-12-18,3,11,16
2016-12-17,4,12,16
2016-12-16,4,16,15
2016-12-15,1,5,15
2016-12-14,3,5,15
2016-12-13,2,6,15
2016-12-12,2,8,15
2016-12-11,5,10,15
2016-12-10,2,3,15
2016-12-09,2,4,15
2016-12-08,4,4,15
2016-12-07,3,8,15
2016-12-06,3,10,15
2016-12-05,3,10,15
2016-12-04,6,6,15
2016-12-03,3,4,13
2016-12-02,2,6,13
2016-12-01,1,1,13
2016-11-30,1,1,13
2016-11-29,2,4,13
2016-11-28,1,3,13
2016-11-27,2,4,13
2016-11-26,4,18,13
2016-11-25,0,0,12
2016-11-24,0,0,12
2016-11-23,0,0,12
2016-11-22,2,2,12
2016-11-21,0,0,12
2016-11-20,0,0,12
2016-11-19,1,1,12
2016-11-18,0,0,11
2016-11-17,0,0,11
2016-11-16,1,1,11
2016-11-15,0,0,11
2016-11-14,0,0,11
2016-11-13,0,0,11
2016-11-12,0,0,11
2016-11-11,0,0,11
2016-11-10,0,0,11
2016-11-09,0,0,11
2016-11-08,0,0,11
2016-11-07,0,0,11
2016-11-06,0,0,11
2016-11-05,0,0,11
2016-11-04,0,0,11
2016-11-03,0,0,11
2016-11-02,0,0,11
2016-11-01,0,0,11
2016-10-31,0,0,11
2016-10-30,0,0,11
2016-10-29,0,0,11
2016-10-28,1,1,11
2016-10-27,0,0,11
2016-10-26,0,0,11
2016-10-25,0,0,11
2016-10-24,0,0,11
2016-10-23,0,0,11
2016-10-22,0,0,11
2016-10-21,0,0,11
2016-10-20,0,0,11
2016-10-19,0,0,11
2016-10-18,0,0,11
2016-10-17,0,0,11
2016-10-16,0,0,11
2016-10-15,1,1,11
2016-10-14,0,0,11
2016-10-13,0,0,11
2016-10-12,0,0,11
2016-10-11,0,0,11
2016-10-10,0,0,11
2016-10-09,0,0,11
2016-10-08,0,0,11
2016-10-07,0,0,11
2016-10-06,0,0,11
2016-10-05,0,0,11
2016-10-04,0,0,11
2016-10-03,0,0,11
2016-10-02,0,0,11
2016-10-01,0,0,11
2016-09-30,0,0,11
2016-09-29,0,0,11
2016-09-28,1,4,11
2016-09-27,0,0,11
2016-09-26,0,0,11
2016-09-25,0,0,11
2016-09-24,0,0,11
2016-09-23,0,0,11
2016-09-22,1,1,11
2016-09-21,0,0,11
2016-09-20,0,0,11
2016-09-19,0,0,11
2016-09-18,1,2,11
2016-09-17,0,0,11
2016-09-16,0,0,11
2016-09-15,1,3,11
2016-09-14,1,1,11
2016-09-13,1,2,11
2016-09-12,0,0,11
2016-09-11,0,0,11
2016-09-10,0,0,11
2016-09-09,0,0,11
2016-09-08,1,1,11
2016-09-07,1,1,11
2016-09-06,2,2,11
2016-09-05,1,1,11
2016-09-04,0,0,11
2016-09-03,0,0,11
2016-09-02,0,0,11
2016-09-01,0,0,11
2016-08-31,1,1,11
2016-08-30,2,2,11
2016-08-29,0,0,11
2016-08-28,0,0,11
2016-08-27,0,0,11
2016-08-26,0,0,11
2016-08-25,0,0,11
2016-08-24,1,1,11
2016-08-23,0,0,11
2016-08-22,2,4,11
2016-08-21,0,0,11
2016-08-20,0,0,11
2016-08-19,1,1,11
2016-08-18,1,1,11
2016-08-17,1,1,11
2016-08-16,0,0,11
2016-08-15,0,0,11
2016-08-14,0,0,11
2016-08-13,0,0,11
2016-08-12,0,0,11
2016-08-11,0,0,11
2016-08-10,0,0,11
2016-08-09,0,0,11
2016-08-08,0,0,11
2016-08-07,0,0,11
2016-08-06,1,1,11
2016-08-05,0,0,11
2016-08-04,0,0,11
2016-08-03,0,0,11
2016-08-02,0,0,11
2016-08-01,1,6,11
2016-07-31,0,0,11
2016-07-30,0,0,11
2016-07-29,0,0,11
2016-07-28,1,1,11
2016-07-27,2,3,11
2016-07-26,3,3,11
2016-07-25,0,0,11
2016-07-24,2,3,11
2016-07-23,0,0,11
2016-07-22,0,0,11
2016-07-21,0,0,11
2016-07-20,1,1,11
2016-07-19,0,0,11
2016-07-18,1,1,11
2016-07-17,1,2,11
2016-07-16,3,6,11
2016-07-15,1,1,11
2016-07-14,1,10,11
2016-07-13,2,3,11
2016-07-12,1,2,11
2016-07-11,2,3,11
2016-07-10,1,3,11
2016-07-09,0,0,11
2016-07-08,1,1,11
2016-07-07,1,1,11
2016-07-06,0,0,11
2016-07-05,0,0,11
2016-07-04,1,1,11
2016-07-03,1,1,11
2016-07-02,3,7,11
2016-07-01,1,1,11
2016-06-30,0,0,11
2016-06-29,3,5,11
2016-06-28,0,0,11
2016-06-27,2,4,11
2016-06-26,2,2,11
2016-06-25,1,1,11
2016-06-24,0,0,11
2016-06-23,2,3,11
2016-06-22,3,6,11
2016-06-21,1,1,11
2016-06-20,0,0,11
2016-06-19,2,3,11
2016-06-18,1,6,11
2016-06-17,0,0,11
2016-06-16,1,1,11
2016-06-15,0,0,11
2016-06-14,0,0,11
2016-06-13,0,0,11
2016-06-12,1,1,11
2016-06-11,0,0,11
2016-06-10,1,1,11
2016-06-09,1,1,11
2016-06-08,2,5,11
2016-06-07,2,4,11
2016-06-06,1,1,11
2016-06-05,0,0,11
2016-06-04,3,5,11
2016-06-03,2,7,11
2016-06-02,3,8,11
2016-06-01,0,0,11
2016-05-31,1,6,11
2016-05-30,2,4,11
2016-05-29,1,2,11
2016-05-28,2,2,11
2016-05-27,2,2,11
2016-05-26,4,13,11
2016-05-25,5,12,11
2016-05-24,2,33,11
2016-05-23,2,2,11
2016-05-22,1,3,11
2016-05-21,2,4,11
2016-05-20,2,8,11
2016-05-19,1,18,11
2016-05-18,0,0,11
2016-05-17,3,39,11
2016-05-16,1,1,11
2016-05-15,1,2,11
2016-05-14,0,0,11
2016-05-13,0,0,11
2016-05-12,1,1,11
2016-05-11,0,0,11
2016-05-10,1,1,11
2016-05-09,0,0,11
2016-05-08,1,4,11
2016-05-07,1,1,11
2016-05-06,0,0,11
2016-05-05,1,1,11
2016-05-04,1,1,11
2016-05-03,1,5,11
2016-05-02,3,3,11
2016-05-01,2,12,11
2016-04-30,1,1,11
2016-04-29,0,0,11
2016-04-28,1,1,11
2016-04-27,1,1,11
2016-04-26,1,3,11
2016-04-25,0,0,11
2016-04-24,0,0,11
2016-04-23,0,0,11
2016-04-22,2,5,11
2016-04-21,2,2,11
2016-04-20,1,3,11
2016-04-19,2,2,11
2016-04-18,1,1,11
2016-04-17,0,0,11
2016-04-16,1,3,11
2016-04-15,2,3,11
2016-04-14,1,1,11
2016-04-13,0,0,11
2016-04-12,0,0,11
2016-04-11,0,0,11
2016-04-10,1,1,11
2016-04-09,0,0,11
2016-04-08,1,1,11
2016-04-07,3,4,11
2016-04-06,1,1,11
2016-04-05,1,1,11
2016-04-04,2,2,11
2016-04-03,2,2,11
2016-04-02,1,4,11
2016-04-01,2,2,11
2016-03-31,2,7,11
2016-03-30,1,4,11
2016-03-29,2,9,11
2016-03-28,1,2,10
2016-03-27,1,1,10
2016-03-26,0,0,10
2016-03-25,0,0,10
2016-03-24,0,0,10
2016-03-23,1,1,10
2016-03-22,1,1,10
2016-03-21,2,2,10
2016-03-20,2,2,10
2016-03-19,1,7,10
2016-03-18,1,3,10
2016-03-17,3,4,10
2016-03-16,1,1,10
2016-03-15,1,1,10
2016-03-14,1,1,10
2016-03-13,2,5,10
2016-03-12,2,9,10
2016-03-11,4,13,10
2016-03-10,1,1,10
2016-03-09,3,10,10
2016-03-08,3,5,10
2016-03-07,3,4,10
2016-03-06,2,4,10
2016-03-05,3,6,10
2016-03-04,4,7,10
2016-03-03,2,4,10
2016-03-02,5,10,10
2016-03-01,4,19,9
2016-02-29,3,7,9
2016-02-28,6,20,9
2016-02-27,4,20,8
2016-02-26,3,3,7
2016-02-25,0,0,7
2016-02-24,0,0,7
2016-02-23,0,0,7
2016-02-22,0,0,7
2016-02-21,0,0,7
2016-02-20,0,0,7
2016-02-19,0,0,7
2016-02-18,0,0,7
2016-02-17,1,3,7
2016-02-16,1,1,7
2016-02-15,1,1,7
2016-02-14,1,1,7
2016-02-13,1,2,7
2016-02-12,1,1,7
2016-02-11,1,3,7
2016-02-10,2,2,6
2016-02-09,0,0,6
2016-02-08,0,0,6
2016-02-07,1,2,6
2016-02-06,0,0,6
2016-02-05,2,3,6
2016-02-04,1,1,6
2016-02-03,0,0,6
2016-02-02,0,0,6
2016-02-01,1,1,6
2016-01-31,1,2,6
2016-01-30,2,2,6
2016-01-29,0,0,6
2016-01-28,2,3,6
2016-01-27,1,5,6
2016-01-26,1,2,6
2016-01-25,1,2,6
2016-01-24,1,4,6
2016-01-23,0,0,6
2016-01-22,0,0,6
2016-01-21,0,0,6
2016-01-20,0,0,6
2016-01-19,0,0,6
2016-01-18,0,0,6
2016-01-17,2,2,6
2016-01-16,0,0,6
2016-01-15,0,0,6
2016-01-14,0,0,6
2016-01-13,0,0,6
2016-01-12,0,0,6
2016-01-11,0,0,6
2016-01-10,2,5,6
2016-01-09,0,0,5
2016-01-08,0,0,5
2016-01-07,1,1,5
2016-01-06,1,1,5
2016-01-05,1,2,5
2016-01-04,0,0,5
2016-01-03,1,3,5
2016-01-02,0,0,5
2016-01-01,0,0,5
2015-12-31,1,2,5
2015-12-30,0,0,5
2015-12-29,0,0,5
2015-12-28,1,1,5
2015-12-27,1,2,5
2015-12-26,1,2,5
2015-12-25,1,2,5
2015-12-24,0,0,4
2015-12-23,0,0,4
2015-12-22,0,0,4
2015-12-21,1,3,4
2015-12-20,1,1,4
2015-12-19,0,0,4
2015-12-18,0,0,4
2015-12-17,1,1,4
2015-12-16,1,1,4
2015-12-15,0,0,4
2015-12-14,1,2,4
2015-12-13,1,16,4
2015-12-12,1,18,4
2015-12-11,3,7,3
2015-12-10,1,2,2
2015-12-09,0,0,2
2015-12-08,0,0,2
2015-12-07,1,1,2
2015-12-06,1,1,2
2015-12-05,0,0,2
2015-12-04,1,1,2
2015-12-03,3,4,2
2015-12-02,1,4,1
2015-12-01,2,2,1
2015-11-30,1,7,1
2015-11-29,2,2,1
2015-11-28,1,1,1
2015-11-27,0,0,1
2015-11-26,1,1,1
2015-11-25,0,0,0
2015-11-24,0,0,0
2015-11-23,0,0,0
2015-11-22,0,0,0
2015-11-21,0,0,0
2015-11-20,0,0,0
2015-11-19,0,0,0
2015-11-18,0,0,0
2015-11-17,0,0,0
2015-11-16,0,0,0
2015-11-15,0,0,0
2015-11-14,0,0,0
2015-11-13,0,0,0
2015-11-12,0,0,0
2015-11-11,0,0,0
2015-11-10,0,0,0
2015-11-09,0,0,0
2015-11-08,0,0,0
2015-11-07,0,0,0
2015-11-06,0,0,0
2015-11-05,0,0,0
2015-11-04,0,0,0
2015-11-03,0,0,0
2015-11-02,0,0,0
2015-11-01,0,0,0
2015-10-31,0,0,0
2015-10-30,0,0,0
2015-10-29,0,0,0
2015-10-28,0,0,0
2015-10-27,0,0,0
2015-10-26,0,0,0
2015-10-25,0,0,0
2015-10-24,0,0,0
2015-10-23,0,0,0
2015-10-22,0,0,0
2015-10-21,0,0,0
2015-10-20,0,0,0
2015-10-19,0,0,0
2015-10-18,0,0,0
2015-10-17,0,0,0
2015-10-16,0,0,0
2015-10-15,0,0,0
2015-10-14,0,0,0
2015-10-13,0,0,0
2015-10-12,0,0,0
2015-10-11,0,0,0
2015-10-10,0,0,0
2015-10-09,0,0,0
2015-10-08,0,0,0
2015-10-07,0,0,0
2015-10-06,0,0,0
2015-10-05,0,0,0
2015-10-04,0,0,0
2015-10-03,0,0,0
2015-10-02,0,0,0
2015-10-01,0,0,0
2015-09-30,0,0,0
2015-09-29,0,0,0
2015-09-28,0,0,0
2015-09-27,0,0,0
2015-09-26,0,0,0
2015-09-25,0,0,0
2015-09-24,0,0,0
2015-09-23,0,0,0
2015-09-22,0,0,0
2015-09-21,0,0,0
2015-09-20,0,0,0
2015-09-19,0,0,0
2015-09-18,0,0,0
2015-09-17,0,0,0
2015-09-16,0,0,0
2015-09-15,0,0,0
2015-09-14,0,0,0
2015-09-13,0,0,0
2015-09-12,0,0,0
2015-09-11,0,0,0
2015-09-10,0,0,0
2015-09-09,0,0,0
2015-09-08,0,0,0
2015-09-07,0,0,0
2015-09-06,0,0,0
2015-09-05,0,0,0
2015-09-04,0,0,0
2015-09-03,0,0,0
2015-09-02,0,0,0
2015-09-01,0,0,0
2015-08-31,0,0,0
2015-08-30,0,0,0
2015-08-29,0,0,0
2015-08-28,0,0,0
2015-08-27,0,0,0
2015-08-26,0,0,0
2015-08-25,0,0,0
2015-08-24,0,0,0
2015-08-23,0,0,0
2015-08-22,0,0,0
2015-08-21,0,0,0
2015-08-20,0,0,0
2015-08-19,0,0,0
2015-08-18,0,0,0
2015-08-17,0,0,0
2015-08-16,0,0,0
2015-08-15,0,0,0
2015-08-14,0,0,0
2015-08-13,0,0,0
2015-08-12,0,0,0
2015-08-11,0,0,0
2015-08-10,0,0,0
2015-08-09,0,0,0
2015-08-08,0,0,0
2015-08-07,0,0,0
2015-08-06,0,0,0
2015-08-05,0,0,0
2015-08-04,0,0,0
2015-08-03,0,0,0
2015-08-02,0,0,0
2015-08-01,0,0,0
2015-07-31,0,0,0
2015-07-30,0,0,0
2015-07-29,0,0,0
2015-07-28,0,0,0
2015-07-27,0,0,0
2015-07-26,0,0,0
2015-07-25,0,0,0
2015-07-24,0,0,0
2015-07-23,0,0,0
2015-07-22,0,0,0
2015-07-21,0,0,0
2015-07-20,0,0,0
2015-07-19,0,0,0
2015-07-18,0,0,0
2015-07-17,0,0,0
2015-07-16,0,0,0
2015-07-15,0,0,0
2015-07-14,0,0,0
2015-07-13,0,0,0
2015-07-12,0,0,0
2015-07-11,0,0,0
2015-07-10,0,0,0
2015-07-09,0,0,0
2015-07-08,0,0,0
2015-07-07,0,0,0
2015-07-06,0,0,0
2015-07-05,0,0,0
2015-07-04,0,0,0
2015-07-03,0,0,0
2015-07-02,0,0,0
2015-07-01,0,0,0
2015-06-30,0,0,0
2015-06-29,0,0,0
2015-06-28,0,0,0
2015-06-27,0,0,0
2015-06-26,0,0,0
2015-06-25,0,0,0
2015-06-24,0,0,0
2015-06-23,0,0,0
2015-06-22,0,0,0
2015-06-21,0,0,0
2015-06-20,0,0,0
2015-06-19,0,0,0
2015-06-18,0,0,0
2015-06-17,0,0,0
2015-06-16,0,0,0
2015-06-15,0,0,0
2015-06-14,0,0,0
2015-06-13,0,0,0
2015-06-12,0,0,0
2015-06-11,0,0,0
2015-06-10,0,0,0
2015-06-09,0,0,0
2015-06-08,0,0,0
2015-06-07,0,0,0
2015-06-06,0,0,0
2015-06-05,0,0,0
2015-06-04,0,0,0
2015-06-03,0,0,0
2015-06-02,0,0,0
2015-06-01,0,0,0
2015-05-31,0,0,0
2015-05-30,0,0,0
2015-05-29,0,0,0
2015-05-28,0,0,0
2015-05-27,0,0,0
2015-05-26,0,0,0
2015-05-25,0,0,0
2015-05-24,0,0,0
2015-05-23,0,0,0
2015-05-22,0,0,0
2015-05-21,0,0,0
2015-05-20,0,0,0
2015-05-19,0,0,0
2015-05-18,0,0,0
2015-05-17,0,0,0
2015-05-16,0,0,0
2015-05-15,0,0,0
2015-05-14,0,0,0
2015-05-13,0,0,0
2015-05-12,0,0,0
2015-05-11,0,0,0
2015-05-10,0,0,0
2015-05-09,0,0,0
2015-05-08,0,0,0
2015-05-07,0,0,0
2015-05-06,0,0,0
2015-05-05,0,0,0
2015-05-04,0,0,0
2015-05-03,0,0,0
2015-05-02,0,0,0
2015-05-01,0,0,0
2015-04-30,0,0,0
2015-04-29,0,0,0
2015-04-28,0,0,0
2015-04-27,0,0,0
2015-04-26,0,0,0
2015-04-25,0,0,0
2015-04-24,0,0,0
2015-04-23,0,0,0
2015-04-22,0,0,0
2015-04-21,0,0,0
2015-04-20,0,0,0
2015-04-19,0,0,0
2015-04-18,0,0,0
2015-04-17,0,0,0
2015-04-16,0,0,0
2015-04-15,0,0,0
2015-04-14,0,0,0
2015-04-13,0,0,0
2015-04-12,0,0,0
2015-04-11,0,0,0
2015-04-10,0,0,0
2015-04-09,0,0,0
2015-04-08,0,0,0
2015-04-07,0,0,0
2015-04-06,0,0,0
2015-04-05,0,0,0
2015-04-04,0,0,0
2015-04-03,0,0,0
2015-04-02,0,0,0
2015-04-01,0,0,0
2015-03-31,0,0,0
2015-03-30,0,0,0
2015-03-29,0,0,0
2015-03-28,0,0,0
2015-03-27,0,0,0
2015-03-26,0,0,0
2015-03-25,0,0,0
2015-03-24,0,0,0
2015-03-23,0,0,0
2015-03-22,0,0,0
2015-03-21,0,0,0
2015-03-20,0,0,0
2015-03-19,0,0,0
2015-03-18,0,0,0
2015-03-17,0,0,0
2015-03-16,0,0,0
2015-03-15,0,0,0
2015-03-14,0,0,0
2015-03-13,0,0,0
2015-03-12,0,0,0
2015-03-11,0,0,0
2015-03-10,0,0,0
2015-03-09,0,0,0
2015-03-08,0,0,0
2015-03-07,0,0,0
2015-03-06,0,0,0
2015-03-05,0,0,0
2015-03-04,0,0,0
2015-03-03,0,0,0
2015-03-02,0,0,0
2015-03-01,0,0,0
2015-02-28,0,0,0
2015-02-27,0,0,0
2015-02-26,0,0,0
2015-02-25,0,0,0
2015-02-24,0,0,0
2015-02-23,0,0,0
2015-02-22,0,0,0
2015-02-21,0,0,0
2015-02-20,0,0,0
2015-02-19,0,0,0
2015-02-18,0,0,0
2015-02-17,0,0,0
2015-02-16,0,0,0
2015-02-15,0,0,0
2015-02-14,0,0,0
2015-02-13,0,0,0
2015-02-12,0,0,0
2015-02-11,0,0,0
2015-02-10,0,0,0
2015-02-09,0,0,0
2015-02-08,0,0,0
2015-02-07,0,0,0
2015-02-06,0,0,0
2015-02-05,0,0,0
2015-02-04,0,0,0
2015-02-03,0,0,0
2015-02-02,0,0,0
2015-02-01,0,0,0
2015-01-31,0,0,0
2015-01-30,0,0,0
2015-01-29,0,0,0
2015-01-28,0,0,0
2015-01-27,0,0,0
2015-01-26,0,0,0
2015-01-25,0,0,0
2015-01-24,0,0,0
2015-01-23,0,0,0
2015-01-22,0,0,0
2015-01-21,0,0,0
2015-01-20,0,0,0
2015-01-19,0,0,0
2015-01-18,0,0,0
2015-01-17,0,0,0
2015-01-16,0,0,0
2015-01-15,0,0,0
2015-01-14,0,0,0
2015-01-13,0,0,0
2015-01-12,0,0,0
2015-01-11,0,0,0
2015-01-10,0,0,0
2015-01-09,0,0,0
2015-01-08,0,0,0
2015-01-07,0,0,0
2015-01-06,0,0,0
2015-01-05,0,0,0
2015-01-04,0,0,0
2015-01-03,0,0,0
2015-01-02,0,0,0
2015-01-01,0,0,0
